date_key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag
19990308,3/8/1999,1,8,1163,Monday,Mon,Y,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990309,3/9/1999,2,9,1164,Tuesday,Tue,Y,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990310,3/10/1999,3,10,1165,Wednesday,Wed,Y,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990311,3/11/1999,4,11,1166,Thursday,Thu,Y,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990312,3/12/1999,5,12,1167,Friday,Fri,Y,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990313,3/13/1999,6,13,1168,Saturday,Sat,N,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990314,3/14/1999,7,14,1169,Sunday,Sun,N,11,170,3/8/1999,19990308,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990315,3/15/1999,1,15,1170,Monday,Mon,Y,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990316,3/16/1999,2,16,1171,Tuesday,Tue,Y,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990317,3/17/1999,3,17,1172,Wednesday,Wed,Y,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990318,3/18/1999,4,18,1173,Thursday,Thu,Y,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990319,3/19/1999,5,19,1174,Friday,Fri,Y,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990320,3/20/1999,6,20,1175,Saturday,Sat,N,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990321,3/21/1999,7,21,1176,Sunday,Sun,N,12,171,3/15/1999,19990315,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990322,3/22/1999,1,22,1177,Monday,Mon,Y,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990323,3/23/1999,2,23,1178,Tuesday,Tue,Y,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990324,3/24/1999,3,24,1179,Wednesday,Wed,Y,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990325,3/25/1999,4,25,1180,Thursday,Thu,Y,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990326,3/26/1999,5,26,1181,Friday,Fri,Y,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990327,3/27/1999,6,27,1182,Saturday,Sat,N,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990328,3/28/1999,7,28,1183,Sunday,Sun,N,13,172,3/22/1999,19990322,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990329,3/29/1999,1,29,1184,Monday,Mon,Y,14,173,3/29/1999,19990329,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990330,3/30/1999,2,30,1185,Tuesday,Tue,Y,14,173,3/29/1999,19990329,3,39,March,Mar,1,1999,199903,9,3,1999,N
19990331,3/31/1999,3,31,1186,Wednesday,Wed,Y,14,173,3/29/1999,19990329,3,39,March,Mar,1,1999,199903,9,3,1999,Y
19990401,4/1/1999,4,1,1187,Thursday,Thu,Y,14,173,3/29/1999,19990329,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990402,4/2/1999,5,2,1188,Friday,Fri,Y,14,173,3/29/1999,19990329,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990403,4/3/1999,6,3,1189,Saturday,Sat,N,14,173,3/29/1999,19990329,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990404,4/4/1999,7,4,1190,Sunday,Sun,N,14,173,3/29/1999,19990329,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990405,4/5/1999,1,5,1191,Monday,Mon,Y,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990406,4/6/1999,2,6,1192,Tuesday,Tue,Y,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990407,4/7/1999,3,7,1193,Wednesday,Wed,Y,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990408,4/8/1999,4,8,1194,Thursday,Thu,Y,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990409,4/9/1999,5,9,1195,Friday,Fri,Y,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990410,4/10/1999,6,10,1196,Saturday,Sat,N,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990411,4/11/1999,7,11,1197,Sunday,Sun,N,15,174,4/5/1999,19990405,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990412,4/12/1999,1,12,1198,Monday,Mon,Y,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990413,4/13/1999,2,13,1199,Tuesday,Tue,Y,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990414,4/14/1999,3,14,1200,Wednesday,Wed,Y,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990415,4/15/1999,4,15,1201,Thursday,Thu,Y,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990416,4/16/1999,5,16,1202,Friday,Fri,Y,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990417,4/17/1999,6,17,1203,Saturday,Sat,N,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990418,4/18/1999,7,18,1204,Sunday,Sun,N,16,175,4/12/1999,19990412,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990419,4/19/1999,1,19,1205,Monday,Mon,Y,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990420,4/20/1999,2,20,1206,Tuesday,Tue,Y,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990421,4/21/1999,3,21,1207,Wednesday,Wed,Y,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990422,4/22/1999,4,22,1208,Thursday,Thu,Y,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990423,4/23/1999,5,23,1209,Friday,Fri,Y,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990424,4/24/1999,6,24,1210,Saturday,Sat,N,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990425,4/25/1999,7,25,1211,Sunday,Sun,N,17,176,4/19/1999,19990419,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990426,4/26/1999,1,26,1212,Monday,Mon,Y,18,177,4/26/1999,19990426,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990427,4/27/1999,2,27,1213,Tuesday,Tue,Y,18,177,4/26/1999,19990426,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990428,4/28/1999,3,28,1214,Wednesday,Wed,Y,18,177,4/26/1999,19990426,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990429,4/29/1999,4,29,1215,Thursday,Thu,Y,18,177,4/26/1999,19990426,4,40,April,Apr,2,1999,199904,10,4,1999,N
19990430,4/30/1999,5,30,1216,Friday,Fri,Y,18,177,4/26/1999,19990426,4,40,April,Apr,2,1999,199904,10,4,1999,Y
19990501,5/1/1999,6,1,1217,Saturday,Sat,N,18,177,4/26/1999,19990426,5,41,May,May,2,1999,199905,11,4,1999,N
19990502,5/2/1999,7,2,1218,Sunday,Sun,N,18,177,4/26/1999,19990426,5,41,May,May,2,1999,199905,11,4,1999,N
19990503,5/3/1999,1,3,1219,Monday,Mon,Y,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990504,5/4/1999,2,4,1220,Tuesday,Tue,Y,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990505,5/5/1999,3,5,1221,Wednesday,Wed,Y,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990506,5/6/1999,4,6,1222,Thursday,Thu,Y,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990507,5/7/1999,5,7,1223,Friday,Fri,Y,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990508,5/8/1999,6,8,1224,Saturday,Sat,N,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990509,5/9/1999,7,9,1225,Sunday,Sun,N,19,178,5/3/1999,19990503,5,41,May,May,2,1999,199905,11,4,1999,N
19990510,5/10/1999,1,10,1226,Monday,Mon,Y,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990511,5/11/1999,2,11,1227,Tuesday,Tue,Y,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990512,5/12/1999,3,12,1228,Wednesday,Wed,Y,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990513,5/13/1999,4,13,1229,Thursday,Thu,Y,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990514,5/14/1999,5,14,1230,Friday,Fri,Y,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990515,5/15/1999,6,15,1231,Saturday,Sat,N,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990516,5/16/1999,7,16,1232,Sunday,Sun,N,20,179,5/10/1999,19990510,5,41,May,May,2,1999,199905,11,4,1999,N
19990517,5/17/1999,1,17,1233,Monday,Mon,Y,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990518,5/18/1999,2,18,1234,Tuesday,Tue,Y,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990519,5/19/1999,3,19,1235,Wednesday,Wed,Y,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990520,5/20/1999,4,20,1236,Thursday,Thu,Y,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990521,5/21/1999,5,21,1237,Friday,Fri,Y,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990522,5/22/1999,6,22,1238,Saturday,Sat,N,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990523,5/23/1999,7,23,1239,Sunday,Sun,N,21,180,5/17/1999,19990517,5,41,May,May,2,1999,199905,11,4,1999,N
19990524,5/24/1999,1,24,1240,Monday,Mon,Y,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990525,5/25/1999,2,25,1241,Tuesday,Tue,Y,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990526,5/26/1999,3,26,1242,Wednesday,Wed,Y,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990527,5/27/1999,4,27,1243,Thursday,Thu,Y,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990528,5/28/1999,5,28,1244,Friday,Fri,Y,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990529,5/29/1999,6,29,1245,Saturday,Sat,N,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990530,5/30/1999,7,30,1246,Sunday,Sun,N,22,181,5/24/1999,19990524,5,41,May,May,2,1999,199905,11,4,1999,N
19990531,5/31/1999,1,31,1247,Monday,Mon,Y,23,182,5/31/1999,19990531,5,41,May,May,2,1999,199905,11,4,1999,Y
19990601,6/1/1999,2,1,1248,Tuesday,Tue,Y,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990602,6/2/1999,3,2,1249,Wednesday,Wed,Y,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990603,6/3/1999,4,3,1250,Thursday,Thu,Y,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990604,6/4/1999,5,4,1251,Friday,Fri,Y,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990605,6/5/1999,6,5,1252,Saturday,Sat,N,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990606,6/6/1999,7,6,1253,Sunday,Sun,N,23,182,5/31/1999,19990531,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990607,6/7/1999,1,7,1254,Monday,Mon,Y,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990608,6/8/1999,2,8,1255,Tuesday,Tue,Y,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990609,6/9/1999,3,9,1256,Wednesday,Wed,Y,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990610,6/10/1999,4,10,1257,Thursday,Thu,Y,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990611,6/11/1999,5,11,1258,Friday,Fri,Y,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990612,6/12/1999,6,12,1259,Saturday,Sat,N,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990613,6/13/1999,7,13,1260,Sunday,Sun,N,24,183,6/7/1999,19990607,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990614,6/14/1999,1,14,1261,Monday,Mon,Y,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990615,6/15/1999,2,15,1262,Tuesday,Tue,Y,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990616,6/16/1999,3,16,1263,Wednesday,Wed,Y,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990617,6/17/1999,4,17,1264,Thursday,Thu,Y,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990618,6/18/1999,5,18,1265,Friday,Fri,Y,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990619,6/19/1999,6,19,1266,Saturday,Sat,N,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990620,6/20/1999,7,20,1267,Sunday,Sun,N,25,184,6/14/1999,19990614,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990621,6/21/1999,1,21,1268,Monday,Mon,Y,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990622,6/22/1999,2,22,1269,Tuesday,Tue,Y,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990623,6/23/1999,3,23,1270,Wednesday,Wed,Y,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990624,6/24/1999,4,24,1271,Thursday,Thu,Y,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990625,6/25/1999,5,25,1272,Friday,Fri,Y,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990626,6/26/1999,6,26,1273,Saturday,Sat,N,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990627,6/27/1999,7,27,1274,Sunday,Sun,N,26,185,6/21/1999,19990621,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990628,6/28/1999,1,28,1275,Monday,Mon,Y,27,186,6/28/1999,19990628,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990629,6/29/1999,2,29,1276,Tuesday,Tue,Y,27,186,6/28/1999,19990628,6,42,June,Jun,2,1999,199906,12,4,1999,N
19990630,6/30/1999,3,30,1277,Wednesday,Wed,Y,27,186,6/28/1999,19990628,6,42,June,Jun,2,1999,199906,12,4,1999,Y
19990701,7/1/1999,4,1,1278,Thursday,Thu,Y,27,186,6/28/1999,19990628,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990702,7/2/1999,5,2,1279,Friday,Fri,Y,27,186,6/28/1999,19990628,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990703,7/3/1999,6,3,1280,Saturday,Sat,N,27,186,6/28/1999,19990628,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990704,7/4/1999,7,4,1281,Sunday,Sun,N,27,186,6/28/1999,19990628,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990705,7/5/1999,1,5,1282,Monday,Mon,Y,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990706,7/6/1999,2,6,1283,Tuesday,Tue,Y,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990707,7/7/1999,3,7,1284,Wednesday,Wed,Y,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990708,7/8/1999,4,8,1285,Thursday,Thu,Y,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990709,7/9/1999,5,9,1286,Friday,Fri,Y,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990710,7/10/1999,6,10,1287,Saturday,Sat,N,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990711,7/11/1999,7,11,1288,Sunday,Sun,N,28,187,7/5/1999,19990705,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990712,7/12/1999,1,12,1289,Monday,Mon,Y,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990713,7/13/1999,2,13,1290,Tuesday,Tue,Y,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990714,7/14/1999,3,14,1291,Wednesday,Wed,Y,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990715,7/15/1999,4,15,1292,Thursday,Thu,Y,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990716,7/16/1999,5,16,1293,Friday,Fri,Y,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990717,7/17/1999,6,17,1294,Saturday,Sat,N,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990718,7/18/1999,7,18,1295,Sunday,Sun,N,29,188,7/12/1999,19990712,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990719,7/19/1999,1,19,1296,Monday,Mon,Y,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990720,7/20/1999,2,20,1297,Tuesday,Tue,Y,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990721,7/21/1999,3,21,1298,Wednesday,Wed,Y,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990722,7/22/1999,4,22,1299,Thursday,Thu,Y,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990723,7/23/1999,5,23,1300,Friday,Fri,Y,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990724,7/24/1999,6,24,1301,Saturday,Sat,N,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990725,7/25/1999,7,25,1302,Sunday,Sun,N,30,189,7/19/1999,19990719,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990726,7/26/1999,1,26,1303,Monday,Mon,Y,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990727,7/27/1999,2,27,1304,Tuesday,Tue,Y,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990728,7/28/1999,3,28,1305,Wednesday,Wed,Y,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990729,7/29/1999,4,29,1306,Thursday,Thu,Y,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990730,7/30/1999,5,30,1307,Friday,Fri,Y,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,N
19990731,7/31/1999,6,31,1308,Saturday,Sat,N,31,190,7/26/1999,19990726,7,43,July,Jul,3,1999,199907,1,1,2000,Y
19990801,8/1/1999,7,1,1309,Sunday,Sun,N,31,190,7/26/1999,19990726,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990802,8/2/1999,1,2,1310,Monday,Mon,Y,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990803,8/3/1999,2,3,1311,Tuesday,Tue,Y,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990804,8/4/1999,3,4,1312,Wednesday,Wed,Y,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990805,8/5/1999,4,5,1313,Thursday,Thu,Y,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990806,8/6/1999,5,6,1314,Friday,Fri,Y,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990807,8/7/1999,6,7,1315,Saturday,Sat,N,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990808,8/8/1999,7,8,1316,Sunday,Sun,N,32,191,8/2/1999,19990802,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990809,8/9/1999,1,9,1317,Monday,Mon,Y,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990810,8/10/1999,2,10,1318,Tuesday,Tue,Y,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990811,8/11/1999,3,11,1319,Wednesday,Wed,Y,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990812,8/12/1999,4,12,1320,Thursday,Thu,Y,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990813,8/13/1999,5,13,1321,Friday,Fri,Y,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990814,8/14/1999,6,14,1322,Saturday,Sat,N,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990815,8/15/1999,7,15,1323,Sunday,Sun,N,33,192,8/9/1999,19990809,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990816,8/16/1999,1,16,1324,Monday,Mon,Y,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990817,8/17/1999,2,17,1325,Tuesday,Tue,Y,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990818,8/18/1999,3,18,1326,Wednesday,Wed,Y,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990819,8/19/1999,4,19,1327,Thursday,Thu,Y,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990820,8/20/1999,5,20,1328,Friday,Fri,Y,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990821,8/21/1999,6,21,1329,Saturday,Sat,N,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990822,8/22/1999,7,22,1330,Sunday,Sun,N,34,193,8/16/1999,19990816,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990823,8/23/1999,1,23,1331,Monday,Mon,Y,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990824,8/24/1999,2,24,1332,Tuesday,Tue,Y,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990825,8/25/1999,3,25,1333,Wednesday,Wed,Y,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990826,8/26/1999,4,26,1334,Thursday,Thu,Y,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990827,8/27/1999,5,27,1335,Friday,Fri,Y,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990828,8/28/1999,6,28,1336,Saturday,Sat,N,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990829,8/29/1999,7,29,1337,Sunday,Sun,N,35,194,8/23/1999,19990823,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990830,8/30/1999,1,30,1338,Monday,Mon,Y,36,195,8/30/1999,19990830,8,44,August,Aug,3,1999,199908,2,1,2000,N
19990831,8/31/1999,2,31,1339,Tuesday,Tue,Y,36,195,8/30/1999,19990830,8,44,August,Aug,3,1999,199908,2,1,2000,Y
19990901,9/1/1999,3,1,1340,Wednesday,Wed,Y,36,195,8/30/1999,19990830,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990902,9/2/1999,4,2,1341,Thursday,Thu,Y,36,195,8/30/1999,19990830,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990903,9/3/1999,5,3,1342,Friday,Fri,Y,36,195,8/30/1999,19990830,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990904,9/4/1999,6,4,1343,Saturday,Sat,N,36,195,8/30/1999,19990830,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990905,9/5/1999,7,5,1344,Sunday,Sun,N,36,195,8/30/1999,19990830,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990906,9/6/1999,1,6,1345,Monday,Mon,Y,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990907,9/7/1999,2,7,1346,Tuesday,Tue,Y,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990908,9/8/1999,3,8,1347,Wednesday,Wed,Y,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990909,9/9/1999,4,9,1348,Thursday,Thu,Y,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990910,9/10/1999,5,10,1349,Friday,Fri,Y,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990911,9/11/1999,6,11,1350,Saturday,Sat,N,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990912,9/12/1999,7,12,1351,Sunday,Sun,N,37,196,9/6/1999,19990906,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990913,9/13/1999,1,13,1352,Monday,Mon,Y,38,197,9/13/1999,19990913,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990914,9/14/1999,2,14,1353,Tuesday,Tue,Y,38,197,9/13/1999,19990913,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990915,9/15/1999,3,15,1354,Wednesday,Wed,Y,38,197,9/13/1999,19990913,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990916,9/16/1999,4,16,1355,Thursday,Thu,Y,38,197,9/13/1999,19990913,9,45,September,Sep,3,1999,199909,3,1,2000,N
19990917,9/17/1999,5,17,1356,Friday,Fri,Y,38,197,9/13/1999,19990913,9,45,September,Sep,3,1999,199909,3,1,2000,N
