ID thanh toán,ID khách hàng,ID nhân viên,ID thuê,S? ti?n,Ngày thanh toán
23872,128,2,12731,2.99,3/18/2007
23873,128,2,12843,2.99,3/19/2007
23874,128,2,12910,0.99,3/19/2007
23875,128,2,13027,0.99,3/19/2007
23876,128,2,13181,5.99,3/19/2007
23877,128,1,13509,0.99,3/20/2007
23878,128,2,13964,2.99,3/20/2007
23879,128,2,14157,0.99,3/21/2007
23880,128,1,14925,8.99,3/22/2007
23881,128,1,15220,3.99,3/22/2007
23882,128,1,15835,8.99,3/23/2007
23883,129,2,10395,2.99,3/1/2007
23884,129,1,10468,0.99,3/1/2007
23885,129,1,10483,2.99,3/1/2007
23886,129,2,10550,2.99,3/1/2007
23887,129,2,10816,4.99,3/1/2007
23888,129,2,12612,3.99,3/18/2007
23889,129,2,12728,4.99,3/18/2007
23890,129,2,13653,10.99,3/20/2007
23891,129,1,13915,4.99,3/20/2007
23892,129,1,13919,4.99,3/20/2007
23893,129,1,13961,0.99,3/20/2007
23894,129,1,14353,0.99,3/21/2007
23895,129,2,14968,1.99,3/22/2007
23896,130,2,10568,2.99,3/1/2007
23897,130,2,10645,5.99,3/1/2007
23898,130,1,11811,2.99,3/17/2007
23899,130,1,12094,2.99,3/17/2007
23900,130,1,12777,6.99,3/18/2007
23901,130,2,14111,0.99,3/20/2007
23902,130,2,15574,5.99,3/23/2007
23903,130,1,15777,4.99,3/23/2007
23904,131,1,10459,4.99,3/1/2007
23905,131,1,10861,1.99,3/1/2007
23906,131,2,11971,0.99,3/17/2007
23907,131,1,11973,2.99,3/17/2007
23908,131,1,12216,0.99,3/18/2007
23909,131,2,12263,0.99,3/18/2007
23910,131,1,12372,9.99,3/18/2007
23911,131,2,13050,6.99,3/19/2007
23912,131,2,13346,7.99,3/19/2007
23913,131,2,13353,2.99,3/19/2007
23914,131,1,13407,0.99,3/19/2007
23915,131,2,15659,2.99,3/23/2007
23916,131,1,16042,2.99,3/23/2007
23917,132,2,10243,4.99,3/1/2007
23918,132,1,10400,6.99,3/1/2007
23919,132,2,10619,3.99,3/1/2007
23920,132,1,10638,6.99,3/1/2007
23921,132,2,11140,0.99,3/2/2007
23922,132,2,11812,0.99,3/17/2007
23923,132,2,12133,0.99,3/17/2007
23924,132,1,15874,4.99,3/23/2007
23925,133,1,10665,0.99,3/1/2007
23926,133,1,12419,4.99,3/18/2007
23927,133,1,12834,4.99,3/19/2007
23928,133,2,13323,2.99,3/19/2007
23929,133,1,13455,1.99,3/19/2007
23930,133,2,13910,2.99,3/20/2007
23931,133,2,15080,0.99,3/22/2007
23932,133,1,16009,6.99,3/23/2007
23933,134,1,10864,6.99,3/1/2007
23934,134,1,11280,3.99,3/2/2007
23935,134,1,11283,4.99,3/2/2007
23936,134,2,11482,4.99,3/2/2007
23937,134,1,12754,7.99,3/18/2007
23938,134,2,12987,2.99,3/19/2007
23939,134,2,13006,2.99,3/19/2007
23940,134,2,14265,2.99,3/21/2007
23941,134,2,15963,2.99,3/23/2007
23942,135,2,10471,0.99,3/1/2007
23943,135,1,10611,2.99,3/1/2007
23944,135,1,10698,3.99,3/1/2007
23945,135,2,11194,5.99,3/2/2007
23946,135,1,11704,7.99,3/17/2007
23947,135,1,12249,2.99,3/18/2007
23948,135,1,13035,0.99,3/19/2007
23949,135,1,14005,0.99,3/20/2007
23950,135,2,14136,5.99,3/21/2007
23951,135,2,15908,2.99,3/23/2007
23952,136,2,11992,10.99,3/17/2007
23953,136,1,12287,5.99,3/18/2007
23954,136,2,12539,0.99,3/18/2007
23955,136,2,13992,4.99,3/20/2007
23956,136,2,14379,0.99,3/21/2007
23957,136,1,14437,2.99,3/21/2007
23958,136,1,15439,4.99,3/22/2007
23959,137,2,10595,4.99,3/1/2007
23960,137,2,10842,5.99,3/1/2007
23961,137,2,11057,4.99,3/2/2007
23962,137,1,11281,3.99,3/2/2007
23963,137,2,11732,3.99,3/17/2007
23964,137,1,12078,2.99,3/17/2007
23965,137,1,13148,0.99,3/19/2007
23966,137,1,13472,5.99,3/19/2007
23967,137,1,13776,5.99,3/20/2007
23968,137,1,14754,7.99,3/21/2007
23969,137,2,15082,7.99,3/22/2007
23970,137,1,15133,0.99,3/22/2007
23971,137,2,15537,2.99,3/23/2007
23972,137,2,15889,4.99,3/23/2007
23973,137,1,16030,9.99,3/23/2007
23974,138,1,10268,3.99,3/1/2007
23975,138,1,10431,5.99,3/1/2007
23976,138,1,11015,4.99,3/2/2007
23977,138,1,11088,0.99,3/2/2007
23978,138,1,11463,0.99,3/2/2007
23979,138,2,12550,2.99,3/18/2007
23980,138,2,12873,2.99,3/19/2007
23981,138,1,14194,1.99,3/21/2007
23982,138,2,14432,4.99,3/21/2007
23983,138,2,14486,4.99,3/21/2007
23984,138,1,14987,4.99,3/22/2007
23985,138,1,15424,2.99,3/22/2007
23986,138,1,15501,0.99,3/23/2007
23987,139,1,10900,2.99,3/2/2007
23988,139,1,12859,6.99,3/19/2007
23989,139,2,13401,3.99,3/19/2007
23990,139,2,14736,5.99,3/21/2007
23991,139,1,14788,2.99,3/21/2007
23992,139,1,15024,2.99,3/22/2007
23993,139,2,15029,2.99,3/22/2007
23994,139,1,15062,2.99,3/22/2007
23995,139,1,15218,9.99,3/22/2007
23996,139,1,15471,3.99,3/23/2007
23997,139,1,15743,0.99,3/23/2007
23998,140,1,10342,6.99,3/1/2007
23999,140,2,11430,3.99,3/2/2007
24000,140,1,12086,4.99,3/17/2007
24001,140,1,12675,4.99,3/18/2007
24002,140,2,13053,10.99,3/19/2007
24003,140,1,15261,2.99,3/22/2007
24004,140,1,15852,2.99,3/23/2007
24005,141,1,10287,3.99,3/1/2007
24006,141,1,10379,1.99,3/1/2007
24007,141,1,10798,4.99,3/1/2007
24008,141,1,11411,2.99,3/2/2007
24009,141,1,11412,5.99,3/2/2007
24010,141,1,12032,5.99,3/17/2007
24011,141,1,12093,2.99,3/17/2007
24012,141,2,12107,3.99,3/17/2007
24013,141,2,12353,2.99,3/18/2007
24014,141,1,13000,0.99,3/19/2007
24015,141,2,13169,2.99,3/19/2007
24016,141,2,13470,4.99,3/19/2007
24017,141,2,14059,7.99,3/20/2007
24018,141,1,14112,2.99,3/20/2007
24019,141,1,15013,4.99,3/22/2007
24020,141,1,15309,0.99,3/22/2007
24021,141,1,15964,2.99,3/23/2007
24022,142,2,10934,5.99,3/2/2007
24023,142,2,11244,5.99,3/2/2007
24024,142,1,12964,0.99,3/19/2007
24025,142,1,13044,0.99,3/19/2007
24026,142,2,13745,0.99,3/20/2007
24027,142,1,13959,0.99,3/20/2007
24028,142,2,14116,4.99,3/20/2007
24029,142,2,14813,0.99,3/21/2007
24030,142,2,15333,2.99,3/22/2007
24031,142,1,15477,1.99,3/23/2007
24032,143,1,11278,6.99,3/2/2007
24033,143,2,11651,6.99,3/17/2007
24034,143,1,12408,2.99,3/18/2007
24035,143,2,13835,4.99,3/20/2007
24036,143,1,15250,5.99,3/22/2007
24037,143,1,16029,4.99,3/23/2007
24038,144,1,10302,0.99,3/1/2007
24039,144,1,10593,4.99,3/1/2007
24040,144,1,10740,5.99,3/1/2007
24041,144,1,10951,4.99,3/2/2007
24042,144,1,11228,2.99,3/2/2007
24043,144,2,11476,6.99,3/2/2007
24044,144,1,11534,7.99,3/16/2007
24045,144,1,11859,4.99,3/17/2007
24046,144,2,12087,2.99,3/17/2007
24047,144,2,12733,2.99,3/18/2007
24048,144,1,12858,3.99,3/19/2007
24049,144,2,12980,6.99,3/19/2007
24050,144,2,13881,2.99,3/20/2007
24051,144,2,14159,2.99,3/21/2007
24052,144,1,15017,1.99,3/22/2007
24053,144,1,15753,7.99,3/23/2007
24054,145,2,10799,4.99,3/1/2007
24055,145,2,11904,5.99,3/17/2007
24056,145,2,11954,2.99,3/17/2007
24057,145,1,12637,2.99,3/18/2007
24058,145,2,12785,2.99,3/18/2007
24059,145,2,13012,7.99,3/19/2007
24060,145,1,13164,3.99,3/19/2007
24061,145,2,13272,0.99,3/19/2007
24062,145,2,14044,5.99,3/20/2007
24063,145,2,14389,6.99,3/21/2007
24064,146,2,11173,7.99,3/2/2007
24065,146,1,11221,2.99,3/2/2007
24066,146,2,11370,0.99,3/2/2007
24067,146,2,11392,5.99,3/2/2007
24068,146,1,11573,4.99,3/17/2007
24069,146,1,11857,4.99,3/17/2007
24070,146,1,12129,7.99,3/17/2007
24071,146,1,12385,2.99,3/18/2007
24072,146,1,12888,4.99,3/19/2007
24073,146,1,13606,4.99,3/20/2007
24074,146,2,13829,4.99,3/20/2007
24075,146,2,14143,2.99,3/21/2007
24076,146,1,15842,6.99,3/23/2007
24077,147,1,10706,7.99,3/1/2007
24078,147,2,10752,8.99,3/1/2007
24079,147,1,12284,4.99,3/18/2007
24080,147,1,12757,4.99,3/18/2007
24081,147,2,13542,4.99,3/20/2007
24082,147,2,13670,3.99,3/20/2007
24083,147,2,14021,4.99,3/20/2007
24084,147,1,14156,0.99,3/21/2007
24085,147,2,14641,0.99,3/21/2007
24086,147,2,14960,4.99,3/22/2007
24087,147,1,15052,2.99,3/22/2007
24088,147,2,15331,4.99,3/22/2007
24089,147,2,15513,4.99,3/23/2007
24090,147,1,15730,8.99,3/23/2007
24091,147,2,16004,6.99,3/23/2007
24092,148,2,10830,6.99,3/1/2007
24093,148,1,11357,10.99,3/2/2007
24094,148,1,12029,2.99,3/17/2007
24095,148,2,12038,0.99,3/17/2007
24096,148,2,12512,3.99,3/18/2007
24097,148,1,12944,6.99,3/19/2007
24098,148,1,12983,6.99,3/19/2007
24099,148,1,14055,0.99,3/20/2007
24100,148,1,14155,4.99,3/21/2007
24101,148,2,14184,6.99,3/21/2007
24102,148,2,14629,2.99,3/21/2007
24103,148,2,14713,0.99,3/21/2007
24104,148,2,14879,5.99,3/22/2007
24105,148,2,14965,2.99,3/22/2007
24106,148,2,15237,4.99,3/22/2007
24107,148,2,15379,8.99,3/22/2007
24108,148,1,15541,3.99,3/23/2007
24109,148,2,15586,3.99,3/23/2007
24110,149,2,10737,7.99,3/1/2007
24111,149,2,10967,0.99,3/2/2007
24112,149,1,11561,2.99,3/16/2007
24113,149,1,12000,4.99,3/17/2007
24114,149,1,14771,3.99,3/21/2007
24115,149,2,15479,4.99,3/23/2007
24116,149,2,15562,2.99,3/23/2007
24117,150,1,10686,2.99,3/1/2007
24118,150,2,11123,2.99,3/2/2007
24119,150,2,11789,6.99,3/17/2007
24120,150,2,12260,6.99,3/18/2007
24121,150,2,12335,2.99,3/18/2007
24122,150,2,12627,2.99,3/18/2007
24123,150,1,12887,1.99,3/19/2007
24124,150,2,12890,0.99,3/19/2007
24125,150,1,13116,6.99,3/19/2007
24126,150,2,13255,8.99,3/19/2007
24127,150,1,13372,2.99,3/19/2007
24128,150,2,13599,5.99,3/20/2007
24129,150,2,14165,0.99,3/21/2007
24130,150,2,14454,2.99,3/21/2007
24131,150,2,14520,9.99,3/21/2007
24132,150,1,14663,0.99,3/21/2007
24133,151,1,10311,4.99,3/1/2007
24134,151,1,10662,2.99,3/1/2007
24135,151,2,11714,2.99,3/17/2007
24136,151,2,13230,0.99,3/19/2007
24137,151,1,13568,5.99,3/20/2007
24138,151,1,14856,4.99,3/22/2007
24139,151,2,14922,3.99,3/22/2007
24140,151,1,15227,4.99,3/22/2007
24141,151,1,15926,2.99,3/23/2007
24142,151,2,15996,2.99,3/23/2007
24143,152,1,10320,6.99,3/1/2007
24144,152,2,11638,6.99,3/17/2007
24145,152,2,11783,0.99,3/17/2007
24146,152,1,12697,2.99,3/18/2007
24147,152,1,12917,4.99,3/19/2007
24148,152,2,12960,1.99,3/19/2007
24149,152,1,13204,4.99,3/19/2007
24150,152,2,13484,0.99,3/19/2007
24151,152,1,13986,0.99,3/20/2007
24152,152,1,14173,0.99,3/21/2007
24153,152,2,14668,4.99,3/21/2007
24154,153,2,11368,4.99,3/2/2007
24155,153,1,12103,1.99,3/17/2007
24156,153,1,12439,3.99,3/18/2007
24157,153,1,12882,4.99,3/19/2007
24158,153,1,14664,4.99,3/21/2007
24159,153,1,14747,4.99,3/21/2007
24160,153,1,14944,4.99,3/22/2007
24161,153,2,15267,0.99,3/22/2007
24162,153,2,15444,7.99,3/22/2007
24163,153,1,15593,1.99,3/23/2007
24164,154,1,10278,6.99,3/1/2007
24165,154,1,10851,4.99,3/1/2007
24166,154,1,11296,5.99,3/2/2007
24167,154,1,12341,0.99,3/18/2007
24168,154,2,13861,4.99,3/20/2007
24169,154,2,14731,2.99,3/21/2007
24170,154,2,14793,7.99,3/21/2007
24171,154,1,14918,6.99,3/22/2007
24172,154,1,15351,0.99,3/22/2007
24173,154,1,15721,2.99,3/23/2007
24174,155,1,11033,4.99,3/2/2007
24175,155,2,11951,5.99,3/17/2007
24176,155,1,14324,8.99,3/21/2007
24177,155,2,14549,2.99,3/21/2007
24178,155,1,14753,2.99,3/21/2007
24179,155,2,14909,0.99,3/22/2007
24180,155,1,15106,0.99,3/22/2007
24181,156,2,10309,6.99,3/1/2007
24182,156,2,11490,2.99,3/2/2007
24183,156,1,11587,5.99,3/17/2007
24184,156,2,13530,0.99,3/20/2007
24185,156,2,13531,2.99,3/20/2007
24186,156,2,13802,2.99,3/20/2007
24187,156,1,14794,1.99,3/21/2007
24188,156,2,14831,4.99,3/22/2007
24189,156,1,14914,0.99,3/22/2007
24190,156,1,15408,6.99,3/22/2007
24191,157,2,11249,4.99,3/2/2007
24192,157,2,11335,4.99,3/2/2007
24193,157,1,12213,5.99,3/18/2007
24194,157,1,12464,6.99,3/18/2007
24195,157,1,12916,0.99,3/19/2007
24196,157,1,13097,4.99,3/19/2007
24197,157,1,13214,4.99,3/19/2007
24198,157,1,13481,6.99,3/19/2007
24199,157,1,13728,2.99,3/20/2007
24200,157,2,14974,4.99,3/22/2007
24201,158,2,11077,4.99,3/2/2007
24202,158,1,11103,6.99,3/2/2007
24203,158,1,11272,0.99,3/2/2007
24204,158,1,11420,2.99,3/2/2007
24205,158,2,12070,1.99,3/17/2007
24206,158,2,12421,5.99,3/18/2007
24207,158,2,13212,1.99,3/19/2007
24208,158,2,13854,2.99,3/20/2007
24209,158,1,13926,2.99,3/20/2007
24210,158,2,14028,0.99,3/20/2007
24211,158,1,15763,2.99,3/23/2007
24212,158,1,15796,5.99,3/23/2007
24213,158,1,15802,5.99,3/23/2007
24214,159,2,11225,4.99,3/2/2007
24215,159,2,13270,1.99,3/19/2007
24216,159,1,13933,0.99,3/20/2007
24217,159,2,14575,8.99,3/21/2007
24218,159,1,15197,0.99,3/22/2007
24219,160,1,10305,2.99,3/1/2007
24220,160,2,10788,0.99,3/1/2007
24221,160,2,10958,4.99,3/2/2007
24222,160,2,10979,5.99,3/2/2007
24223,160,2,11154,2.99,3/2/2007
24224,160,1,11803,2.99,3/17/2007
24225,160,1,11888,7.99,3/17/2007
24226,160,2,12334,2.99,3/18/2007
24227,160,1,12435,7.99,3/18/2007
24228,160,2,13093,6.99,3/19/2007
24229,160,1,14868,4.99,3/22/2007
24230,160,1,15112,2.99,3/22/2007
24231,160,2,15642,2.99,3/23/2007
24232,160,1,15962,4.99,3/23/2007
24233,160,1,16027,3.99,3/23/2007
24234,161,1,10241,5.99,3/1/2007
24235,161,1,10355,0.99,3/1/2007
24236,161,1,10637,2.99,3/1/2007
24237,161,1,10863,6.99,3/1/2007
24238,161,2,10939,0.99,3/2/2007
24239,161,1,11838,2.99,3/17/2007
24240,161,2,14150,0.99,3/21/2007
24241,161,1,14370,7.99,3/21/2007
24242,161,1,15000,0.99,3/22/2007
24243,161,2,15045,5.99,3/22/2007
24244,161,2,15150,2.99,3/22/2007
24245,161,1,15420,5.99,3/22/2007
24246,162,2,11012,0.99,3/2/2007
24247,162,1,13288,4.99,3/19/2007
24248,162,2,14301,1.99,3/21/2007
24249,162,1,15332,4.99,3/22/2007
24250,163,2,10245,0.99,3/1/2007
24251,163,2,11623,2.99,3/17/2007
24252,163,2,11940,4.99,3/17/2007
24253,163,1,12154,2.99,3/17/2007
24254,163,2,12973,2.99,3/19/2007
24255,163,2,13543,7.99,3/20/2007
24256,163,2,14275,4.99,3/21/2007
24257,163,2,14427,5.99,3/21/2007
24258,163,1,15520,8.99,3/23/2007
24259,163,1,15847,0.99,3/23/2007
24260,164,2,11175,2.99,3/2/2007
24261,164,2,13453,5.99,3/19/2007
24262,165,1,10565,4.99,3/1/2007
24263,165,1,11484,2.99,3/2/2007
24264,165,2,12643,4.99,3/18/2007
24265,165,2,15007,1.99,3/22/2007
24266,165,1,15801,3.99,3/23/2007
24267,165,2,15834,5.99,3/23/2007
24268,166,2,10422,7.99,3/1/2007
24269,166,2,12683,4.99,3/18/2007
24270,166,1,12968,4.99,3/19/2007
24271,166,2,13582,4.99,3/20/2007
24272,166,2,13901,7.99,3/20/2007
24273,166,2,14261,5.99,3/21/2007
24274,166,2,14281,2.99,3/21/2007
24275,166,1,15213,5.99,3/22/2007
24276,166,2,15216,2.99,3/22/2007
24277,166,2,15806,1.99,3/23/2007
24278,167,2,10285,3.99,3/1/2007
24279,167,1,12642,4.99,3/18/2007
24280,167,2,12717,4.99,3/18/2007
24281,167,1,12978,4.99,3/19/2007
24282,167,1,13825,6.99,3/20/2007
24283,167,1,13870,1.99,3/20/2007
24284,167,1,15003,3.99,3/22/2007
24285,167,1,15050,0.99,3/22/2007
24286,167,2,15478,0.99,3/23/2007
24287,167,2,15530,4.99,3/23/2007
24288,167,2,15915,4.99,3/23/2007
24289,168,2,10270,0.99,3/1/2007
24290,168,1,11551,0.99,3/16/2007
24291,168,1,11627,10.99,3/17/2007
24292,168,1,11631,1.99,3/17/2007
24293,168,1,12545,6.99,3/18/2007
24294,168,1,12781,2.99,3/18/2007
24295,168,1,13018,8.99,3/19/2007
24296,168,2,13532,4.99,3/20/2007
24297,168,2,13811,0.99,3/20/2007
24298,168,1,14090,2.99,3/20/2007
24299,168,1,15033,3.99,3/22/2007
24300,168,1,15165,2.99,3/22/2007
24301,168,2,15683,2.99,3/23/2007
24302,169,2,11687,5.99,3/17/2007
24303,169,1,11898,5.99,3/17/2007
24304,169,2,13198,2.99,3/19/2007
24305,169,2,13237,1.99,3/19/2007
24306,169,2,14435,0.99,3/21/2007
24307,169,2,14805,4.99,3/21/2007
24308,169,2,15534,0.99,3/23/2007
24309,169,2,15680,4.99,3/23/2007
24310,170,2,10481,5.99,3/1/2007
24311,170,1,11039,0.99,3/2/2007
24312,170,2,12706,3.99,3/18/2007
24313,170,1,12967,3.99,3/19/2007
24314,170,1,13081,0.99,3/19/2007
24315,170,2,13862,6.99,3/20/2007
24316,170,2,14022,8.99,3/20/2007
24317,170,2,14675,2.99,3/21/2007
24318,170,1,15549,7.99,3/23/2007
24319,171,2,10622,4.99,3/1/2007
24320,171,1,12600,4.99,3/18/2007
24321,171,1,12962,5.99,3/19/2007
24322,171,2,13087,6.99,3/19/2007
24323,171,2,13292,0.99,3/19/2007
24324,171,2,13433,0.99,3/19/2007
24325,171,1,14270,1.99,3/21/2007
24326,171,2,14615,9.99,3/21/2007
24327,171,2,15810,0.99,3/23/2007
24328,172,1,10312,3.99,3/1/2007
24329,172,2,10621,0.99,3/1/2007
24330,172,2,11499,6.99,3/16/2007
24331,172,2,12350,4.99,3/18/2007
24332,172,2,12638,8.99,3/18/2007
24333,172,2,13067,5.99,3/19/2007
24334,172,2,13320,4.99,3/19/2007
24335,172,1,13342,0.99,3/19/2007
24336,172,2,13937,4.99,3/20/2007
24337,172,1,14991,4.99,3/22/2007
24338,172,2,15637,2.99,3/23/2007
24339,172,1,15902,3.99,3/23/2007
24340,172,2,16038,3.99,3/23/2007
24341,173,1,10351,5.99,3/1/2007
24342,173,2,12073,2.99,3/17/2007
24343,173,1,12282,6.99,3/18/2007
24344,173,2,12501,4.99,3/18/2007
24345,173,1,14654,2.99,3/21/2007
24346,173,2,15483,0.99,3/23/2007
24347,173,1,15775,8.99,3/23/2007
24348,173,1,16010,2.99,3/23/2007
24349,174,1,10363,2.99,3/1/2007
24350,174,2,10398,4.99,3/1/2007
24351,174,1,10559,8.99,3/1/2007
24352,174,1,11525,0.99,3/16/2007
24353,174,2,12886,5.99,3/19/2007
24354,174,1,13185,0.99,3/19/2007
24355,174,1,15892,1.99,3/23/2007
24356,174,1,15975,4.99,3/23/2007
24357,175,2,10229,7.99,3/1/2007
24358,175,1,10875,0.99,3/1/2007
24359,175,2,11618,4.99,3/17/2007
24360,175,1,12509,0.99,3/18/2007
24361,175,1,13016,4.99,3/19/2007
24362,175,2,13833,6.99,3/20/2007
24363,175,2,13997,6.99,3/20/2007
24364,175,2,14507,4.99,3/21/2007
24365,175,2,14897,2.99,3/22/2007
24366,176,1,10277,2.99,3/1/2007
24367,176,2,10441,0.99,3/1/2007
24368,176,1,10862,2.99,3/1/2007
24369,176,1,11678,5.99,3/17/2007
24370,176,1,12299,2.99,3/18/2007
24371,176,1,12718,2.99,3/18/2007
24372,176,1,13170,7.99,3/19/2007
24373,176,2,13186,5.99,3/19/2007
24374,176,1,14083,7.99,3/20/2007
24375,176,2,14232,1.99,3/21/2007
24376,176,2,15311,4.99,3/22/2007
24377,176,1,15933,4.99,3/23/2007
24378,177,2,10321,4.99,3/1/2007
24379,177,1,10661,2.99,3/1/2007
24380,177,1,10710,0.99,3/1/2007
24381,177,1,11195,0.99,3/2/2007
24382,177,1,11376,5.99,3/2/2007
24383,177,2,11662,6.99,3/17/2007
24384,177,1,12623,4.99,3/18/2007
24385,177,2,14093,0.99,3/20/2007
24386,177,2,14310,0.99,3/21/2007
24387,177,2,14849,2.99,3/22/2007
24388,177,2,14883,0.99,3/22/2007
24389,178,2,10562,0.99,3/1/2007
24390,178,1,10802,5.99,3/1/2007
24391,178,2,11319,6.99,3/2/2007
24392,178,2,11884,6.99,3/17/2007
24393,178,2,11927,3.99,3/17/2007
24394,178,2,12049,6.99,3/17/2007
24395,178,2,12727,2.99,3/18/2007
24396,178,1,13127,2.99,3/19/2007
24397,178,1,14104,4.99,3/20/2007
24398,178,1,14257,7.99,3/21/2007
24399,178,2,14314,2.99,3/21/2007
24400,178,1,15323,4.99,3/22/2007
24401,179,1,10385,4.99,3/1/2007
24402,179,2,10569,3.99,3/1/2007
24403,179,1,11342,0.99,3/2/2007
24404,179,2,13240,0.99,3/19/2007
24405,179,1,13400,4.99,3/19/2007
24406,179,2,13844,7.99,3/20/2007
24407,179,2,13957,0.99,3/20/2007
24408,179,2,14082,7.99,3/20/2007
24409,179,1,14589,0.99,3/21/2007
24410,179,1,15985,4.99,3/23/2007
24411,180,1,10576,5.99,3/1/2007
24412,180,1,10992,8.99,3/2/2007
24413,180,1,12313,8.99,3/18/2007
24414,180,1,13283,2.99,3/19/2007
24415,180,2,13842,4.99,3/20/2007
24416,180,1,13994,2.99,3/20/2007
24417,180,1,14109,0.99,3/20/2007
24418,180,1,14851,2.99,3/22/2007
24419,180,1,15039,4.99,3/22/2007
24420,181,2,10262,4.99,3/1/2007
24421,181,2,10362,6.99,3/1/2007
24422,181,2,10703,2.99,3/1/2007
24423,181,1,10748,4.99,3/1/2007
24424,181,1,10773,6.99,3/1/2007
24425,181,2,11224,4.99,3/2/2007
24426,181,1,12363,7.99,3/18/2007
24427,181,1,12411,0.99,3/18/2007
24428,181,1,12678,2.99,3/18/2007
24429,181,2,12939,2.99,3/19/2007
24430,181,2,13118,4.99,3/19/2007
24431,181,2,13405,4.99,3/19/2007
24432,181,2,13415,2.99,3/19/2007
24433,181,2,14406,3.99,3/21/2007
24434,181,2,15196,2.99,3/22/2007
24435,181,2,15482,4.99,3/23/2007
24436,182,1,11055,4.99,3/2/2007
24437,182,2,11785,3.99,3/17/2007
24438,182,1,12573,4.99,3/18/2007
24439,182,1,12840,6.99,3/19/2007
24440,182,1,13285,2.99,3/19/2007
24441,182,1,14586,5.99,3/21/2007
24442,182,1,14953,6.99,3/22/2007
24443,182,1,15043,1.99,3/22/2007
24444,183,2,10620,5.99,3/1/2007
24445,183,2,11386,2.99,3/2/2007
24446,183,2,12451,0.99,3/18/2007
24447,183,2,12764,3.99,3/18/2007
24448,183,2,12831,3.99,3/19/2007
24449,183,1,13482,2.99,3/19/2007
24450,183,1,13536,4.99,3/20/2007
24451,184,2,12166,9.99,3/17/2007
24452,184,2,12454,2.99,3/18/2007
24453,184,1,12532,2.99,3/18/2007
24454,184,1,13134,0.99,3/19/2007
24455,184,1,13262,5.99,3/19/2007
24456,184,1,13303,4.99,3/19/2007
24457,184,2,14472,4.99,3/21/2007
24458,184,1,14801,5.99,3/21/2007
24459,184,2,15611,0.99,3/23/2007
24460,185,2,11355,0.99,3/2/2007
24461,185,1,12312,2.99,3/18/2007
24462,185,1,12674,5.99,3/18/2007
24463,185,1,12885,0.99,3/19/2007
24464,185,2,14513,2.99,3/21/2007
24465,186,1,10985,0.99,3/2/2007
24466,186,1,11982,0.99,3/17/2007
24467,186,1,12348,5.99,3/18/2007
24468,186,1,12438,8.99,3/18/2007
24469,186,1,13168,6.99,3/19/2007
24470,186,2,13517,4.99,3/20/2007
24471,186,1,13853,3.99,3/20/2007
24472,186,1,14006,2.99,3/20/2007
24473,186,2,14229,4.99,3/21/2007
24474,186,2,14646,4.99,3/21/2007
24475,186,2,14988,3.99,3/22/2007
24476,186,2,15001,0.99,3/22/2007
24477,186,2,15295,3.99,3/22/2007
24478,186,1,15596,0.99,3/23/2007
24479,187,1,11843,2.99,3/17/2007
24480,187,2,12307,8.99,3/18/2007
24481,187,2,12490,9.99,3/18/2007
24482,187,1,12534,7.99,3/18/2007
24483,187,2,13940,8.99,3/20/2007
24484,187,2,14855,8.99,3/22/2007
24485,187,2,15231,4.99,3/22/2007
24486,187,2,15517,2.99,3/23/2007
24487,187,2,15971,7.99,3/23/2007
24488,188,2,10453,5.99,3/1/2007
24489,188,1,10494,0.99,3/1/2007
24490,188,2,10719,4.99,3/1/2007
24491,188,2,10757,4.99,3/1/2007
24492,188,2,11378,2.99,3/2/2007
24493,188,1,13570,2.99,3/20/2007
24494,188,1,13787,5.99,3/20/2007
24495,188,1,14399,2.99,3/21/2007
24496,188,2,14809,2.99,3/21/2007
24497,188,2,15319,2.99,3/22/2007
24498,188,2,15409,0.99,3/22/2007
24499,188,2,15474,4.99,3/23/2007
24500,189,1,10247,9.99,3/1/2007
24501,189,2,11059,6.99,3/2/2007
24502,189,2,13601,6.99,3/20/2007
24503,189,1,13766,3.99,3/20/2007
24504,189,1,15773,1.99,3/23/2007
24505,189,1,16008,5.99,3/23/2007
24506,190,1,11082,5.99,3/2/2007
24507,190,2,11158,6.99,3/2/2007
24508,190,2,11276,4.99,3/2/2007
24509,190,2,11312,6.99,3/2/2007
24510,190,2,11750,0.99,3/17/2007
24511,190,2,11950,9.99,3/17/2007
24512,190,1,12270,2.99,3/18/2007
24513,190,2,12381,0.99,3/18/2007
24514,190,2,14065,0.99,3/20/2007
24515,190,2,14141,4.99,3/21/2007
24516,190,2,14166,2.99,3/21/2007
24517,190,2,14650,0.99,3/21/2007
24518,191,2,10532,2.99,3/1/2007
24519,191,2,15375,4.99,3/22/2007
24520,192,2,10238,0.99,3/1/2007
24521,192,1,10843,7.99,3/1/2007
24522,192,1,11385,4.99,3/2/2007
24523,192,1,11815,4.99,3/17/2007
24524,192,1,13125,5.99,3/19/2007
24525,192,2,14146,4.99,3/21/2007
24526,192,2,14238,7.99,3/21/2007
24527,192,1,14404,4.99,3/21/2007
24528,192,2,14692,6.99,3/21/2007
24529,192,2,15855,2.99,3/23/2007
24530,193,2,10462,2.99,3/1/2007
24531,193,2,12384,0.99,3/18/2007
24532,193,2,12658,4.99,3/18/2007
24533,193,1,13529,2.99,3/20/2007
24534,193,1,13608,0.99,3/20/2007
24535,193,1,14679,2.99,3/21/2007
