Id thuê,Ngày thuê,Id tài s?n,Id khách hàng,Ngày tr?,Id nhân viên,C?p nh?t cu?i cùng
7582,7/27/2005,3941,128,7/29/2005,2,2/16/2006
7583,7/27/2005,2890,198,8/4/2005,2,2/16/2006
7584,7/27/2005,4390,338,8/3/2005,2,2/16/2006
7585,7/27/2005,467,440,7/30/2005,1,2/16/2006
7586,7/27/2005,15,316,7/29/2005,1,2/16/2006
7587,7/27/2005,655,113,8/1/2005,1,2/16/2006
7588,7/27/2005,4033,360,8/4/2005,1,2/16/2006
7589,7/27/2005,1569,32,8/4/2005,1,2/16/2006
7590,7/27/2005,2152,73,7/28/2005,2,2/16/2006
7591,7/27/2005,651,525,8/2/2005,1,2/16/2006
7592,7/27/2005,4105,316,7/29/2005,2,2/16/2006
7593,7/27/2005,1158,436,8/2/2005,1,2/16/2006
7594,7/27/2005,3230,424,8/2/2005,1,2/16/2006
7595,7/27/2005,4313,390,8/3/2005,1,2/16/2006
7596,7/27/2005,2097,275,8/1/2005,2,2/16/2006
7597,7/27/2005,2856,169,7/30/2005,1,2/16/2006
7598,7/27/2005,4545,438,7/29/2005,2,2/16/2006
7599,7/27/2005,3272,87,7/28/2005,1,2/16/2006
7600,7/27/2005,3492,107,8/6/2005,1,2/16/2006
7601,7/27/2005,903,228,7/29/2005,1,2/16/2006
7602,7/27/2005,2516,366,8/4/2005,1,2/16/2006
7603,7/27/2005,124,497,7/29/2005,1,2/16/2006
7604,7/27/2005,3720,406,8/5/2005,2,2/16/2006
7605,7/27/2005,1391,576,8/3/2005,1,2/16/2006
7606,7/28/2005,637,201,7/29/2005,2,2/16/2006
7607,7/28/2005,3914,293,7/31/2005,1,2/16/2006
7608,7/28/2005,1256,167,7/28/2005,1,2/16/2006
7609,7/28/2005,3655,179,7/31/2005,1,2/16/2006
7610,7/28/2005,1279,450,7/31/2005,1,2/16/2006
7611,7/28/2005,3347,467,7/28/2005,1,2/16/2006
7612,7/28/2005,1411,563,7/30/2005,1,2/16/2006
7613,7/28/2005,4253,202,8/6/2005,2,2/16/2006
7614,7/28/2005,3475,440,7/29/2005,1,2/16/2006
7615,7/28/2005,3884,373,7/31/2005,1,2/16/2006
7616,7/28/2005,3790,9,7/30/2005,1,2/16/2006
7617,7/28/2005,2904,340,8/1/2005,1,2/16/2006
7618,7/28/2005,774,271,8/1/2005,1,2/16/2006
7619,7/28/2005,1057,419,7/30/2005,2,2/16/2006
7620,7/28/2005,931,580,7/31/2005,1,2/16/2006
7621,7/28/2005,1833,88,8/6/2005,1,2/16/2006
7622,7/28/2005,4014,198,7/31/2005,2,2/16/2006
7623,7/28/2005,1146,459,8/4/2005,2,2/16/2006
7624,7/28/2005,2756,415,7/30/2005,1,2/16/2006
7625,7/28/2005,3129,382,8/2/2005,1,2/16/2006
7626,7/28/2005,4200,450,7/31/2005,1,2/16/2006
7627,7/28/2005,782,52,8/2/2005,1,2/16/2006
7628,7/28/2005,1240,516,8/3/2005,1,2/16/2006
7629,7/28/2005,2453,229,7/30/2005,1,2/16/2006
7630,7/28/2005,2798,351,7/31/2005,2,2/16/2006
7631,7/28/2005,2437,132,8/1/2005,2,2/16/2006
7632,7/28/2005,3233,181,7/30/2005,2,2/16/2006
7633,7/28/2005,4171,402,8/1/2005,2,2/16/2006
7634,7/28/2005,4487,365,7/31/2005,1,2/16/2006
7635,7/28/2005,55,413,8/1/2005,2,2/16/2006
7636,7/28/2005,202,51,8/3/2005,1,2/16/2006
7637,7/28/2005,87,91,8/2/2005,1,2/16/2006
7638,7/28/2005,1890,172,7/28/2005,1,2/16/2006
7639,7/28/2005,767,459,7/29/2005,1,2/16/2006
7640,7/28/2005,3014,229,8/3/2005,1,2/16/2006
7641,7/28/2005,1868,475,8/4/2005,1,2/16/2006
7642,7/28/2005,3995,523,8/2/2005,2,2/16/2006
7643,7/28/2005,4369,407,8/4/2005,1,2/16/2006
7644,7/28/2005,882,173,7/31/2005,2,2/16/2006
7645,7/28/2005,830,381,8/3/2005,2,2/16/2006
7646,7/28/2005,1615,255,7/31/2005,1,2/16/2006
7647,7/28/2005,3079,36,8/1/2005,1,2/16/2006
7648,7/28/2005,797,310,8/4/2005,2,2/16/2006
7649,7/28/2005,2704,318,7/28/2005,1,2/16/2006
7650,7/28/2005,701,290,8/5/2005,2,2/16/2006
7651,7/28/2005,2753,401,8/3/2005,2,2/16/2006
7652,7/28/2005,92,5,7/30/2005,2,2/16/2006
7653,7/28/2005,814,232,7/28/2005,2,2/16/2006
7654,7/28/2005,1009,360,7/31/2005,2,2/16/2006
7655,7/28/2005,2665,513,7/30/2005,2,2/16/2006
7656,7/28/2005,178,148,7/31/2005,1,2/16/2006
7657,7/28/2005,2319,518,8/4/2005,1,2/16/2006
7658,7/28/2005,1798,272,7/30/2005,2,2/16/2006
7659,7/28/2005,1622,584,8/2/2005,2,2/16/2006
7660,7/28/2005,4385,4,7/30/2005,2,2/16/2006
7661,7/28/2005,3060,256,8/5/2005,2,2/16/2006
7662,7/28/2005,1017,534,8/3/2005,1,2/16/2006
7663,7/28/2005,832,470,7/30/2005,2,2/16/2006
7664,7/28/2005,1989,461,7/29/2005,1,2/16/2006
7665,7/28/2005,1455,590,7/31/2005,1,2/16/2006
7666,7/28/2005,688,196,8/5/2005,2,2/16/2006
7667,7/28/2005,2415,443,8/5/2005,1,2/16/2006
7668,7/28/2005,3880,508,8/2/2005,1,2/16/2006
7669,7/28/2005,2624,483,7/29/2005,1,2/16/2006
7670,7/28/2005,1356,252,7/29/2005,2,2/16/2006
7671,7/28/2005,3464,442,7/30/2005,1,2/16/2006
7672,7/28/2005,573,542,8/4/2005,1,2/16/2006
7673,7/28/2005,2368,409,8/6/2005,1,2/16/2006
7674,7/28/2005,682,177,8/5/2005,1,2/16/2006
7675,7/28/2005,153,189,7/31/2005,1,2/16/2006
7676,7/28/2005,1110,508,8/1/2005,2,2/16/2006
7677,7/28/2005,4464,566,7/31/2005,1,2/16/2006
7678,7/28/2005,3398,510,8/6/2005,1,2/16/2006
7679,7/28/2005,1063,444,8/2/2005,1,2/16/2006
7680,7/28/2005,1784,559,8/3/2005,2,2/16/2006
7681,7/28/2005,1176,432,7/29/2005,2,2/16/2006
7682,7/28/2005,3296,400,8/4/2005,2,2/16/2006
7683,7/28/2005,1760,73,8/4/2005,1,2/16/2006
7684,7/28/2005,3365,40,7/31/2005,2,2/16/2006
7685,7/28/2005,2213,468,8/1/2005,2,2/16/2006
7686,7/28/2005,2144,184,8/4/2005,2,2/16/2006
7687,7/28/2005,689,325,8/2/2005,2,2/16/2006
7688,7/28/2005,1179,491,8/6/2005,2,2/16/2006
7689,7/28/2005,1803,253,7/31/2005,2,2/16/2006
7690,7/28/2005,1076,150,7/29/2005,1,2/16/2006
7691,7/28/2005,1579,112,7/29/2005,1,2/16/2006
7692,7/28/2005,267,392,7/30/2005,1,2/16/2006
7693,7/28/2005,2479,148,7/31/2005,2,2/16/2006
7694,7/28/2005,2892,538,7/31/2005,1,2/16/2006
7695,7/28/2005,2742,323,8/6/2005,2,2/16/2006
7696,7/28/2005,3463,56,8/6/2005,2,2/16/2006
7697,7/28/2005,3966,377,8/3/2005,2,2/16/2006
7698,7/28/2005,3650,561,8/4/2005,2,2/16/2006
7699,7/28/2005,4332,53,8/1/2005,2,2/16/2006
7700,7/28/2005,3546,124,8/5/2005,2,2/16/2006
7701,7/28/2005,1604,306,8/1/2005,2,2/16/2006
7702,7/28/2005,253,349,7/31/2005,1,2/16/2006
7703,7/28/2005,2150,3,8/5/2005,1,2/16/2006
7704,7/28/2005,2342,265,8/4/2005,1,2/16/2006
7705,7/28/2005,1072,22,8/5/2005,2,2/16/2006
7706,7/28/2005,994,263,7/29/2005,2,2/16/2006
7707,7/28/2005,2563,232,7/29/2005,1,2/16/2006
7708,7/28/2005,398,363,8/4/2005,1,2/16/2006
7709,7/28/2005,3800,81,7/31/2005,2,2/16/2006
7710,7/28/2005,3716,77,8/3/2005,2,2/16/2006
7711,7/28/2005,2695,426,7/29/2005,2,2/16/2006
7712,7/28/2005,3256,361,8/2/2005,2,2/16/2006
7713,7/28/2005,2018,572,8/3/2005,2,2/16/2006
7714,7/28/2005,940,70,8/2/2005,2,2/16/2006
7715,7/28/2005,3210,512,8/5/2005,2,2/16/2006
7716,7/28/2005,1493,284,8/4/2005,2,2/16/2006
7717,7/28/2005,730,459,7/30/2005,2,2/16/2006
7718,7/28/2005,3587,4,7/29/2005,2,2/16/2006
7719,7/28/2005,2481,286,8/5/2005,1,2/16/2006
7720,7/28/2005,185,520,8/4/2005,2,2/16/2006
7721,7/28/2005,2228,83,7/31/2005,1,2/16/2006
7722,7/28/2005,3828,309,7/30/2005,1,2/16/2006
7723,7/28/2005,3263,147,7/30/2005,2,2/16/2006
7724,7/28/2005,346,3,8/4/2005,1,2/16/2006
7725,7/28/2005,1922,326,8/4/2005,1,2/16/2006
7726,7/28/2005,2578,219,8/4/2005,1,2/16/2006
7727,7/28/2005,2274,123,8/3/2005,2,2/16/2006
7728,7/28/2005,492,130,7/31/2005,1,2/16/2006
7729,7/28/2005,1491,89,7/30/2005,1,2/16/2006
7730,7/28/2005,3118,155,8/4/2005,2,2/16/2006
7731,7/28/2005,1533,413,7/29/2005,1,2/16/2006
7732,7/28/2005,3597,158,7/29/2005,1,2/16/2006
7733,7/28/2005,10,82,8/5/2005,2,2/16/2006
7734,7/28/2005,2726,135,7/30/2005,2,2/16/2006
7735,7/28/2005,3949,372,7/31/2005,2,2/16/2006
7736,7/28/2005,4466,205,8/5/2005,2,2/16/2006
7737,7/28/2005,1235,494,8/4/2005,1,2/16/2006
7738,7/28/2005,80,10,8/3/2005,2,2/16/2006
7739,7/28/2005,1554,186,7/30/2005,2,2/16/2006
7740,7/28/2005,3613,395,8/1/2005,2,2/16/2006
7741,7/28/2005,3917,591,8/2/2005,1,2/16/2006
7742,7/28/2005,1808,49,8/6/2005,2,2/16/2006
7743,7/28/2005,2883,210,8/3/2005,2,2/16/2006
7744,7/28/2005,1863,288,7/31/2005,1,2/16/2006
7745,7/28/2005,1014,285,8/6/2005,2,2/16/2006
7746,7/28/2005,176,299,8/4/2005,1,2/16/2006
7747,7/28/2005,1775,78,8/3/2005,1,2/16/2006
7748,7/28/2005,3523,415,7/31/2005,2,2/16/2006
7749,7/28/2005,3585,232,8/1/2005,1,2/16/2006
7750,7/28/2005,820,220,8/6/2005,2,2/16/2006
7751,7/28/2005,4425,176,8/5/2005,1,2/16/2006
7752,7/28/2005,2218,209,8/3/2005,1,2/16/2006
7753,7/28/2005,3071,531,8/6/2005,1,2/16/2006
7754,7/28/2005,1981,138,7/29/2005,1,2/16/2006
7755,7/28/2005,1247,449,8/6/2005,2,2/16/2006
7756,7/28/2005,1611,469,8/5/2005,2,2/16/2006
7757,7/28/2005,3445,502,7/30/2005,1,2/16/2006
7758,7/28/2005,4333,356,8/3/2005,2,2/16/2006
7759,7/28/2005,3381,405,8/3/2005,1,2/16/2006
7760,7/28/2005,409,307,8/3/2005,1,2/16/2006
7761,7/28/2005,3568,112,7/30/2005,2,2/16/2006
7762,7/28/2005,3234,462,8/5/2005,2,2/16/2006
7763,7/28/2005,2461,116,8/3/2005,2,2/16/2006
7764,7/28/2005,3537,142,7/30/2005,2,2/16/2006
7765,7/28/2005,4098,294,7/31/2005,1,2/16/2006
7766,7/28/2005,2774,292,8/6/2005,2,2/16/2006
7767,7/28/2005,329,139,8/5/2005,2,2/16/2006
7768,7/28/2005,2450,123,7/29/2005,1,2/16/2006
7769,7/28/2005,3250,30,7/30/2005,1,2/16/2006
7770,7/28/2005,1486,507,8/6/2005,1,2/16/2006
7771,7/28/2005,1003,175,7/30/2005,1,2/16/2006
7772,7/28/2005,986,552,8/1/2005,1,2/16/2006
7773,7/28/2005,4143,380,7/30/2005,2,2/16/2006
7774,7/28/2005,3483,259,8/3/2005,1,2/16/2006
7775,7/28/2005,3795,475,8/3/2005,2,2/16/2006
7776,7/28/2005,4170,385,8/1/2005,1,2/16/2006
7777,7/28/2005,4422,287,7/29/2005,1,2/16/2006
7778,7/28/2005,1044,248,8/5/2005,1,2/16/2006
7779,7/28/2005,3663,414,7/30/2005,1,2/16/2006
7780,7/28/2005,3069,236,8/6/2005,1,2/16/2006
7781,7/28/2005,541,539,8/6/2005,2,2/16/2006
7782,7/28/2005,3770,199,8/5/2005,1,2/16/2006
7783,7/28/2005,3817,581,8/1/2005,2,2/16/2006
7784,7/28/2005,3611,505,8/6/2005,1,2/16/2006
7785,7/28/2005,4277,460,8/2/2005,1,2/16/2006
7786,7/28/2005,2285,222,7/29/2005,1,2/16/2006
7787,7/28/2005,2191,203,8/6/2005,2,2/16/2006
7788,7/28/2005,95,487,8/3/2005,1,2/16/2006
7789,7/28/2005,2837,426,8/6/2005,1,2/16/2006
7790,7/28/2005,2327,189,7/30/2005,1,2/16/2006
7791,7/28/2005,822,514,7/30/2005,1,2/16/2006
7792,7/28/2005,3736,236,8/4/2005,1,2/16/2006
7793,7/28/2005,24,32,8/3/2005,1,2/16/2006
7794,7/28/2005,4509,510,8/6/2005,2,2/16/2006
7795,7/28/2005,1278,38,7/31/2005,1,2/16/2006
7796,7/28/2005,622,419,8/2/2005,2,2/16/2006
7797,7/28/2005,4180,370,7/31/2005,1,2/16/2006
7798,7/28/2005,3281,236,7/31/2005,1,2/16/2006
7799,7/28/2005,2163,384,8/2/2005,2,2/16/2006
7800,7/28/2005,3386,499,7/29/2005,2,2/16/2006
7801,7/28/2005,2052,9,7/30/2005,1,2/16/2006
7802,7/28/2005,1108,298,7/29/2005,1,2/16/2006
7803,7/28/2005,3438,449,8/3/2005,1,2/16/2006
7804,7/28/2005,592,249,7/30/2005,2,2/16/2006
7805,7/28/2005,3204,366,8/4/2005,1,2/16/2006
7806,7/28/2005,4317,440,8/6/2005,1,2/16/2006
7807,7/28/2005,2204,504,8/1/2005,2,2/16/2006
7808,7/28/2005,4052,327,8/2/2005,1,2/16/2006
7809,7/28/2005,4150,94,8/2/2005,1,2/16/2006
7810,7/28/2005,30,537,8/2/2005,2,2/16/2006
7811,7/28/2005,3891,347,7/30/2005,2,2/16/2006
7812,7/28/2005,4556,237,7/31/2005,2,2/16/2006
7813,7/28/2005,4216,411,7/30/2005,2,2/16/2006
7814,7/28/2005,2662,258,8/1/2005,2,2/16/2006
7815,7/28/2005,3551,300,7/30/2005,2,2/16/2006
7816,7/28/2005,1422,283,7/30/2005,2,2/16/2006
7817,7/28/2005,600,259,7/30/2005,1,2/16/2006
7818,7/28/2005,1672,301,7/29/2005,1,2/16/2006
7819,7/28/2005,3182,100,8/2/2005,2,2/16/2006
7820,7/28/2005,4475,459,8/5/2005,1,2/16/2006
7821,7/28/2005,1184,433,8/3/2005,2,2/16/2006
7822,7/28/2005,1428,156,7/31/2005,1,2/16/2006
7823,7/28/2005,84,428,8/6/2005,1,2/16/2006
7824,7/28/2005,2241,153,8/5/2005,2,2/16/2006
7825,7/28/2005,4340,348,8/6/2005,1,2/16/2006
7826,7/28/2005,1473,214,8/5/2005,2,2/16/2006
7827,7/28/2005,659,422,7/31/2005,1,2/16/2006
7828,7/28/2005,1710,212,7/30/2005,1,2/16/2006
7829,7/28/2005,111,5,8/4/2005,1,2/16/2006
7830,7/28/2005,4492,144,8/4/2005,2,2/16/2006
7831,7/28/2005,4436,499,7/30/2005,2,2/16/2006
7832,7/28/2005,284,92,8/4/2005,1,2/16/2006
7833,7/28/2005,1166,263,8/4/2005,1,2/16/2006
7834,7/28/2005,4124,278,7/31/2005,2,2/16/2006
7835,7/28/2005,43,547,8/2/2005,2,2/16/2006
7836,7/28/2005,1770,481,8/5/2005,1,2/16/2006
7837,7/28/2005,115,374,7/29/2005,1,2/16/2006
7838,7/28/2005,2222,550,7/29/2005,1,2/16/2006
7839,7/28/2005,914,518,8/4/2005,1,2/16/2006
7840,7/28/2005,2899,482,8/6/2005,1,2/16/2006
7841,7/28/2005,1092,1,7/30/2005,2,2/16/2006
7842,7/28/2005,2447,276,8/4/2005,2,2/16/2006
7843,7/28/2005,3962,75,8/1/2005,2,2/16/2006
7844,7/28/2005,4220,187,8/5/2005,2,2/16/2006
7845,7/28/2005,38,352,8/4/2005,2,2/16/2006
7846,7/28/2005,4201,309,8/6/2005,2,2/16/2006
7847,7/28/2005,3602,323,8/2/2005,2,2/16/2006
7848,7/28/2005,162,509,8/5/2005,2,2/16/2006
7849,7/28/2005,996,423,8/6/2005,2,2/16/2006
7850,7/28/2005,2913,118,8/2/2005,2,2/16/2006
7851,7/28/2005,3596,253,8/4/2005,2,2/16/2006
7852,7/28/2005,3462,123,7/30/2005,1,2/16/2006
7853,7/28/2005,4053,318,7/29/2005,1,2/16/2006
7854,7/28/2005,3531,84,8/2/2005,1,2/16/2006
7855,7/28/2005,2474,288,7/30/2005,2,2/16/2006
7856,7/28/2005,2376,375,7/29/2005,2,2/16/2006
7857,7/28/2005,4027,500,8/1/2005,2,2/16/2006
7858,7/28/2005,992,144,8/5/2005,1,2/16/2006
7859,7/28/2005,3392,547,8/4/2005,1,2/16/2006
7860,7/28/2005,2400,241,8/5/2005,1,2/16/2006
7861,7/28/2005,1781,208,8/6/2005,1,2/16/2006
7862,7/28/2005,2507,299,8/5/2005,1,2/16/2006
7863,7/28/2005,1212,182,7/29/2005,1,2/16/2006
7864,7/28/2005,1238,20,8/4/2005,1,2/16/2006
7865,7/28/2005,2334,148,8/6/2005,2,2/16/2006
7866,7/28/2005,1602,101,8/4/2005,2,2/16/2006
7867,7/28/2005,713,297,7/30/2005,2,2/16/2006
7868,7/28/2005,3589,43,7/30/2005,1,2/16/2006
7869,7/28/2005,3005,298,8/3/2005,1,2/16/2006
7870,7/28/2005,970,240,7/31/2005,1,2/16/2006
7871,7/28/2005,3990,491,8/5/2005,2,2/16/2006
7872,7/28/2005,826,66,7/31/2005,1,2/16/2006
7873,7/28/2005,2947,82,7/31/2005,2,2/16/2006
7874,7/28/2005,2981,86,8/6/2005,1,2/16/2006
7875,7/28/2005,3693,504,8/2/2005,1,2/16/2006
7876,7/28/2005,3563,577,8/4/2005,1,2/16/2006
7877,7/28/2005,2576,65,8/5/2005,1,2/16/2006
7878,7/28/2005,1564,141,7/29/2005,1,2/16/2006
7879,7/28/2005,1969,125,7/31/2005,1,2/16/2006
7880,7/28/2005,3670,182,8/3/2005,2,2/16/2006
7881,7/28/2005,533,249,8/2/2005,1,2/16/2006
7882,7/28/2005,3922,516,7/29/2005,1,2/16/2006
7883,7/28/2005,447,526,8/2/2005,1,2/16/2006
7884,7/28/2005,3871,502,7/31/2005,1,2/16/2006
7885,7/28/2005,4294,260,8/5/2005,1,2/16/2006
7886,7/28/2005,237,352,8/4/2005,2,2/16/2006
7887,7/28/2005,2820,253,8/2/2005,1,2/16/2006
7888,7/28/2005,545,378,8/1/2005,1,2/16/2006
7889,7/28/2005,3123,416,7/30/2005,1,2/16/2006
7890,7/28/2005,3443,553,7/31/2005,1,2/16/2006
7891,7/28/2005,3637,560,8/5/2005,2,2/16/2006
7892,7/28/2005,2717,397,7/30/2005,1,2/16/2006
7893,7/28/2005,3058,479,8/2/2005,1,2/16/2006
7894,7/28/2005,3532,330,8/2/2005,2,2/16/2006
7895,7/28/2005,900,67,8/2/2005,2,2/16/2006
7896,7/28/2005,3561,389,8/4/2005,2,2/16/2006
7897,7/28/2005,1396,75,7/31/2005,1,2/16/2006
7898,7/28/2005,2680,499,8/3/2005,1,2/16/2006
7899,7/28/2005,4130,452,8/2/2005,2,2/16/2006
7900,7/28/2005,2781,154,8/5/2005,2,2/16/2006
7901,7/28/2005,4435,280,8/1/2005,1,2/16/2006
7902,7/28/2005,3066,356,7/30/2005,2,2/16/2006
7903,7/28/2005,2767,588,7/31/2005,1,2/16/2006
7904,7/28/2005,316,477,8/6/2005,2,2/16/2006
7905,7/28/2005,4287,455,8/2/2005,1,2/16/2006
7906,7/28/2005,1216,85,8/1/2005,2,2/16/2006
7907,7/28/2005,3252,433,7/30/2005,1,2/16/2006
7908,7/28/2005,3646,360,8/3/2005,2,2/16/2006
7909,7/28/2005,3355,210,7/29/2005,1,2/16/2006
7910,7/28/2005,2044,480,8/5/2005,2,2/16/2006
7911,7/28/2005,390,3,7/29/2005,1,2/16/2006
7912,7/28/2005,745,127,8/5/2005,1,2/16/2006
7913,7/28/2005,4001,459,8/5/2005,1,2/16/2006
7914,7/28/2005,2796,469,7/30/2005,1,2/16/2006
7915,7/28/2005,2088,186,8/4/2005,2,2/16/2006
7916,7/28/2005,3877,13,7/29/2005,1,2/16/2006
7917,7/28/2005,2071,416,7/29/2005,1,2/16/2006
7918,7/28/2005,63,473,8/4/2005,2,2/16/2006
7919,7/28/2005,2138,36,8/6/2005,1,2/16/2006
7920,7/28/2005,66,48,8/5/2005,1,2/16/2006
7921,7/28/2005,116,100,8/1/2005,2,2/16/2006
7922,7/28/2005,817,125,8/2/2005,2,2/16/2006
7923,7/28/2005,2273,458,8/4/2005,1,2/16/2006
7924,7/28/2005,656,97,7/30/2005,2,2/16/2006
7925,7/28/2005,1763,500,8/2/2005,1,2/16/2006
7926,7/28/2005,180,78,8/5/2005,1,2/16/2006
7927,7/28/2005,1263,27,8/5/2005,1,2/16/2006
7928,7/28/2005,912,473,8/5/2005,1,2/16/2006
7929,7/28/2005,2652,307,7/31/2005,2,2/16/2006
7930,7/28/2005,4181,320,7/30/2005,1,2/16/2006
7931,7/28/2005,1923,326,8/6/2005,2,2/16/2006
7932,7/28/2005,3738,462,7/30/2005,1,2/16/2006
7933,7/28/2005,3175,297,7/29/2005,2,2/16/2006
7934,7/28/2005,2642,332,8/4/2005,2,2/16/2006
7935,7/28/2005,3664,462,8/4/2005,2,2/16/2006
7936,7/28/2005,563,520,7/30/2005,2,2/16/2006
7937,7/28/2005,3944,323,7/29/2005,1,2/16/2006
7938,7/28/2005,2579,114,8/4/2005,1,2/16/2006
7939,7/28/2005,2004,37,7/30/2005,2,2/16/2006
7940,7/28/2005,901,409,7/29/2005,2,2/16/2006
7941,7/28/2005,439,566,8/1/2005,1,2/16/2006
7942,7/28/2005,1636,56,7/31/2005,2,2/16/2006
7943,7/28/2005,2914,346,8/4/2005,2,2/16/2006
7944,7/28/2005,3148,504,7/30/2005,1,2/16/2006
7945,7/28/2005,3326,316,8/3/2005,1,2/16/2006
7946,7/28/2005,99,90,8/3/2005,2,2/16/2006
7947,7/28/2005,2504,279,8/2/2005,2,2/16/2006
7948,7/28/2005,215,589,8/5/2005,1,2/16/2006
7949,7/28/2005,2145,487,8/2/2005,1,2/16/2006
7950,7/28/2005,2286,122,8/5/2005,2,2/16/2006
7951,7/28/2005,3979,237,8/6/2005,1,2/16/2006
7952,7/28/2005,3313,158,8/1/2005,1,2/16/2006
7953,7/28/2005,4471,319,8/5/2005,2,2/16/2006
7954,7/28/2005,3735,145,7/29/2005,2,2/16/2006
7955,7/28/2005,1519,522,7/30/2005,1,2/16/2006
7956,7/28/2005,4335,118,8/6/2005,2,2/16/2006
7957,7/28/2005,1623,78,8/5/2005,1,2/16/2006
7958,7/28/2005,421,593,7/29/2005,1,2/16/2006
7959,7/28/2005,1549,178,8/2/2005,2,2/16/2006
7960,7/28/2005,2718,324,8/3/2005,1,2/16/2006
7961,7/28/2005,3284,45,8/1/2005,1,2/16/2006
7962,7/28/2005,1746,126,8/3/2005,1,2/16/2006
7963,7/28/2005,921,247,8/6/2005,2,2/16/2006
7964,7/28/2005,2528,574,8/3/2005,2,2/16/2006
7965,7/28/2005,3671,134,7/29/2005,1,2/16/2006
7966,7/28/2005,2514,91,8/6/2005,1,2/16/2006
7967,7/28/2005,2040,187,8/3/2005,1,2/16/2006
7968,7/28/2005,3865,597,8/4/2005,1,2/16/2006
7969,7/28/2005,2224,123,8/4/2005,1,2/16/2006
7970,7/28/2005,998,507,8/2/2005,1,2/16/2006
7971,7/28/2005,1910,445,8/2/2005,1,2/16/2006
7972,7/28/2005,2930,269,8/1/2005,2,2/16/2006
7973,7/28/2005,3936,339,7/29/2005,2,2/16/2006
7974,7/28/2005,2442,380,8/2/2005,2,2/16/2006
7975,7/28/2005,2565,211,8/5/2005,1,2/16/2006
7976,7/28/2005,2296,205,8/5/2005,1,2/16/2006
7977,7/28/2005,3162,389,8/1/2005,2,2/16/2006
7978,7/28/2005,508,431,8/1/2005,2,2/16/2006
7979,7/28/2005,3303,94,8/3/2005,2,2/16/2006
7980,7/28/2005,1019,329,8/5/2005,1,2/16/2006
7981,7/28/2005,90,392,8/4/2005,2,2/16/2006
7982,7/28/2005,668,71,7/29/2005,2,2/16/2006
7983,7/28/2005,1836,115,7/29/2005,1,2/16/2006
7984,7/28/2005,2893,208,8/4/2005,1,2/16/2006
7985,7/28/2005,4022,388,8/3/2005,2,2/16/2006
7986,7/28/2005,1283,395,8/5/2005,1,2/16/2006
7987,7/28/2005,288,443,8/5/2005,2,2/16/2006
7988,7/28/2005,2906,517,8/5/2005,1,2/16/2006
7989,7/28/2005,3196,149,8/5/2005,2,2/16/2006
7990,7/28/2005,188,232,8/1/2005,2,2/16/2006
7991,7/28/2005,1133,59,7/29/2005,2,2/16/2006
7992,7/28/2005,1851,33,7/29/2005,1,2/16/2006
7993,7/28/2005,2926,353,8/1/2005,2,2/16/2006
7994,7/28/2005,2431,21,7/30/2005,2,2/16/2006
7995,7/28/2005,536,89,8/1/2005,2,2/16/2006
7996,7/28/2005,2171,408,8/4/2005,2,2/16/2006
7997,7/28/2005,1845,591,8/4/2005,1,2/16/2006
7998,7/28/2005,1397,598,7/31/2005,2,2/16/2006
7999,7/28/2005,2750,170,8/6/2005,2,2/16/2006
8000,7/28/2005,1644,212,8/6/2005,1,2/16/2006
8001,7/28/2005,2570,10,8/5/2005,1,2/16/2006
8002,7/28/2005,22,449,7/31/2005,2,2/16/2006
8003,7/28/2005,2775,89,8/4/2005,1,2/16/2006
8004,7/28/2005,4428,393,7/30/2005,2,2/16/2006
8005,7/28/2005,670,488,7/29/2005,1,2/16/2006
8006,7/28/2005,3959,109,8/5/2005,2,2/16/2006
8007,7/28/2005,1942,525,7/30/2005,2,2/16/2006
8008,7/28/2005,2093,41,8/4/2005,1,2/16/2006
8009,7/28/2005,337,372,8/4/2005,2,2/16/2006
8010,7/28/2005,68,467,8/4/2005,2,2/16/2006
8011,7/28/2005,4274,497,7/30/2005,1,2/16/2006
8012,7/28/2005,1513,343,8/5/2005,2,2/16/2006
8013,7/28/2005,2074,403,8/5/2005,1,2/16/2006
8014,7/28/2005,2339,11,7/31/2005,1,2/16/2006
8015,7/28/2005,1814,23,7/30/2005,2,2/16/2006
8016,7/28/2005,516,391,7/30/2005,2,2/16/2006
8017,7/28/2005,1764,328,8/1/2005,1,2/16/2006
8018,7/28/2005,4129,377,8/6/2005,1,2/16/2006
8019,7/28/2005,1844,84,8/4/2005,2,2/16/2006
8020,7/28/2005,4459,498,8/5/2005,1,2/16/2006
8021,7/28/2005,1920,501,8/4/2005,1,2/16/2006
8022,7/28/2005,294,314,8/6/2005,1,2/16/2006
8023,7/28/2005,2133,411,7/31/2005,1,2/16/2006
8024,7/28/2005,1735,90,8/2/2005,1,2/16/2006
8025,7/28/2005,2932,421,8/3/2005,2,2/16/2006
8026,7/28/2005,4225,511,7/29/2005,2,2/16/2006
8027,7/28/2005,1335,436,8/5/2005,1,2/16/2006
8028,7/28/2005,2715,137,8/5/2005,1,2/16/2006
8029,7/28/2005,4273,61,8/5/2005,1,2/16/2006
8030,7/28/2005,2633,30,7/31/2005,1,2/16/2006
8031,7/28/2005,2196,40,8/2/2005,2,2/16/2006
8032,7/28/2005,431,230,7/29/2005,1,2/16/2006
8033,7/28/2005,4268,1,7/30/2005,1,2/16/2006
